# Plot of the solution of the LC-Diode
0 0 0 0 1000 10000 
7.5e-11 7.5e-11 2.16447e-16 8.14032e-06 1000 10000 
1.5e-10 1.5e-10 1.6091e-15 3.09464e-05 1000 10000 
2.25e-10 2.25e-10 5.15414e-15 6.49296e-05 1000 10000 
3e-10 3e-10 1.15234e-14 0.00010552 1000 10000 
3.75e-10 3.75e-10 2.10187e-14 0.00014749 1000 10000 
4.5e-10 4.5e-10 3.35397e-14 0.000185407 1000 10000 
5.25e-10 5.25e-10 4.8586e-14 0.000214104 1000 10000 
6e-10 6e-10 6.52932e-14 0.000229105 1000 10000 
6.75e-10 6.75e-10 8.24994e-14 0.000227 1000 10000 
7.5e-10 7.5e-10 9.88363e-14 0.00020573 1000 10000 
8.25e-10 8.25e-10 1.12838e-13 0.000164778 1000 10000 
9e-10 9e-10 1.23061e-13 0.000105234 1000 10000 
9.75e-10 9.75e-10 1.28202e-13 2.97485e-05 1000 10000 
1.05e-09 1.05e-09 1.27405e-13 -4.71294e-05 1000 10000 
1.125e-09 1.125e-09 1.21938e-13 -9.51944e-05 1000 10000 
1.2e-09 1.2e-09 1.13588e-13 -0.000125526 1000 10000 
1.275e-09 1.275e-09 1.03383e-13 -0.000145375 1000 10000 
1.35e-09 1.35e-09 9.19702e-14 -0.000158043 1000 10000 
1.425e-09 1.425e-09 7.98292e-14 -0.00016491 1000 10000 
1.5e-09 1.5e-09 6.73728e-14 -0.000166497 1000 10000 
1.575e-09 1.575e-09 5.49885e-14 -0.000163011 1000 10000 
1.65e-09 1.65e-09 4.30503e-14 -0.000154633 1000 10000 
1.725e-09 1.725e-09 3.1915e-14 -0.000141656 1000 10000 
1.8e-09 1.8e-09 2.19111e-14 -0.000124547 1000 10000 
1.875e-09 1.875e-09 1.33248e-14 -0.000103961 1000 10000 
1.95e-09 1.95e-09 6.38682e-15 -8.07287e-05 1000 10000 
2.025e-09 2.025e-09 1.25984e-15 -5.58195e-05 1000 10000 
2.1e-09 2.1e-09 -1.96998e-15 -3.03006e-05 1000 10000 
2.175e-09 2.175e-09 -3.29847e-15 -5.28232e-06 1000 10000 
2.25e-09 2.25e-09 -2.7038e-15 2.28486e-05 1000 10000 
2.325e-09 2.325e-09 4.18613e-16 6.17272e-05 1000 10000 
2.4e-09 2.4e-09 6.7208e-15 0.000106861 1000 10000 
2.475e-09 2.475e-09 1.64681e-14 0.00015276 1000 10000 
2.55e-09 2.55e-09 2.95062e-14 0.000193795 1000 10000 
2.625e-09 2.625e-09 4.52686e-14 0.000224667 1000 10000 
2.7e-09 2.7e-09 6.28177e-14 0.000240846 1000 10000 
2.775e-09 2.775e-09 8.09171e-14 0.000238938 1000 10000 
2.85e-09 2.85e-09 9.81278e-14 0.000216966 1000 10000 
2.925e-09 2.925e-09 1.12921e-13 0.000174548 1000 10000 
3e-09 3e-09 1.23803e-13 0.000112952 1000 10000 
3.075e-09 3.075e-09 1.29432e-13 3.50329e-05 1000 10000 
3.15e-09 3.15e-09 1.28903e-13 -4.5592e-05 1000 10000 
3.225e-09 3.225e-09 1.23448e-13 -9.61548e-05 1000 10000 
3.3e-09 3.3e-09 1.14979e-13 -0.000127575 1000 10000 
3.375e-09 3.375e-09 1.04605e-13 -0.000147765 1000 10000 
3.45e-09 3.45e-09 9.30134e-14 -0.00016037 1000 10000 
3.525e-09 3.525e-09 8.07076e-14 -0.000166957 1000 10000 
3.6e-09 3.6e-09 6.81121e-14 -0.000168149 1000 10000 
3.675e-09 3.675e-09 5.56205e-14 -0.000164217 1000 10000 
3.75e-09 3.75e-09 4.36089e-14 -0.000155383 1000 10000 
3.825e-09 3.825e-09 3.2434e-14 -0.00014197 1000 10000 
3.9e-09 3.9e-09 2.24215e-14 -0.000124467 1000 10000 
3.975e-09 3.975e-09 1.38542e-14 -0.000103548 1000 10000 
4.05e-09 4.05e-09 6.9573e-15 -8.00568e-05 1000 10000 
4.125e-09 4.125e-09 1.88775e-15 -5.49728e-05 1000 10000 
4.2e-09 4.2e-09 -1.27484e-15 -2.9368e-05 1000 10000 
4.275e-09 4.275e-09 -2.53304e-15 -4.35357e-06 1000 10000 
4.35e-09 4.35e-09 -1.85736e-15 2.41392e-05 1000 10000 
4.425e-09 4.425e-09 1.37322e-15 6.32828e-05 1000 10000 
4.5e-09 4.5e-09 7.79324e-15 0.000108404 1000 10000 
4.575e-09 4.575e-09 1.76463e-14 0.000153992 1000 10000 
4.65e-09 4.65e-09 3.07557e-14 0.000194424 1000 10000 
4.725e-09 4.725e-09 4.65343e-14 0.000224437 1000 10000 
4.8e-09 4.8e-09 6.40276e-14 0.000239562 1000 10000 
4.875e-09 4.875e-09 8.19872e-14 0.000236482 1000 10000 
4.95e-09 4.95e-09 9.89686e-14 0.000213316 1000 10000 
5.025e-09 5.025e-09 1.13446e-13 0.00016978 1000 10000 
5.1e-09 5.1e-09 1.23933e-13 0.000107241 1000 10000 
5.175e-09 5.175e-09 1.29107e-13 2.86469e-05 1000 10000 
5.25e-09 5.25e-09 1.28143e-13 -5.00575e-05 1000 10000 
5.325e-09 5.325e-09 1.22433e-13 -9.86501e-05 1000 10000 
5.4e-09 5.4e-09 1.13821e-13 -0.00012899 1000 10000 
5.475e-09 5.475e-09 1.03367e-13 -0.000148521 1000 10000 
5.55e-09 5.55e-09 9.17369e-14 -0.000160655 1000 10000 
5.625e-09 5.625e-09 7.94247e-14 -0.000166847 1000 10000 
5.7e-09 5.7e-09 6.68511e-14 -0.000167675 1000 10000 
5.775e-09 5.775e-09 5.44082e-14 -0.000163395 1000 10000 
5.85e-09 5.85e-09 4.24708e-14 -0.000154231 1000 10000 
5.925e-09 5.925e-09 3.13937e-14 -0.000140517 1000 10000 
6e-09 6e-09 2.15002e-14 -0.000122756 1000 10000 
6.075e-09 6.075e-09 1.30691e-14 -0.000101634 1000 10000 
6.15e-09 6.15e-09 6.32128e-15 -7.80075e-05 1000 10000 
6.225e-09 6.225e-09 1.40808e-15 -5.28643e-05 1000 10000 
6.3e-09 6.3e-09 -1.59673e-15 -2.72812e-05 1000 10000 
6.375e-09 6.375e-09 -2.70185e-15 -2.37026e-06 1000 10000 
6.45e-09 6.45e-09 -1.8472e-15 2.70001e-05 1000 10000 
6.525e-09 6.525e-09 1.62628e-15 6.68406e-05 1000 10000 
6.6e-09 6.6e-09 8.32595e-15 0.000112239 1000 10000 
6.675e-09 6.675e-09 1.84627e-14 0.000157657 1000 10000 
6.75e-09 6.75e-09 3.18268e-14 0.000197486 1000 10000 
6.825e-09 6.825e-09 4.77998e-14 0.000226508 1000 10000 
6.9e-09 6.9e-09 6.5401e-14 0.00024033 1000 10000 
6.975e-09 6.975e-09 8.33624e-14 0.000235741 1000 10000 
7.05e-09 7.05e-09 1.00228e-13 0.000210975 1000 10000 
7.125e-09 7.125e-09 1.14471e-13 0.000165878 1000 10000 
7.2e-09 7.2e-09 1.24612e-13 0.000101944 1000 10000 
7.275e-09 7.275e-09 1.29345e-13 2.22347e-05 1000 10000 
7.35e-09 7.35e-09 1.27943e-13 -5.4647e-05 1000 10000 
7.425e-09 7.425e-09 1.2196e-13 -0.000101494 1000 10000 
7.5e-09 7.5e-09 1.13176e-13 -0.000130843 1000 10000 
7.575e-09 7.575e-09 1.02607e-13 -0.000149736 1000 10000 
7.65e-09 7.65e-09 9.0905e-14 -0.000161388 1000 10000 
7.725e-09 7.725e-09 7.85537e-14 -0.000167162 1000 10000 
7.8e-09 7.8e-09 6.59715e-14 -0.000167596 1000 10000 
7.875e-09 7.875e-09 5.35487e-14 -0.000162937 1000 10000 
7.95e-09 7.95e-09 4.16593e-14 -0.000153415 1000 10000 
8.025e-09 8.025e-09 3.06559e-14 -0.000139374 1000 10000 
8.1e-09 8.1e-09 2.08589e-14 -0.000121332 1000 10000 
8.175e-09 8.175e-09 1.25434e-14 -9.99876e-05 1000 10000 
8.25e-09 8.25e-09 5.92515e-15 -7.62084e-05 1000 10000 
8.325e-09 8.325e-09 1.15012e-15 -5.0991e-05 1000 10000 
8.4e-09 8.4e-09 -1.71407e-15 -2.54167e-05 1000 10000 
8.475e-09 8.475e-09 -2.68233e-15 -5.97632e-07 1000 10000 
8.55e-09 8.55e-09 -1.66303e-15 2.96231e-05 1000 10000 
8.625e-09 8.625e-09 2.03117e-15 7.00479e-05 1000 10000 
8.7e-09 8.7e-09 8.98073e-15 0.000115634 1000 10000 
8.775e-09 8.775e-09 1.93658e-14 0.000160822 1000 10000 
8.85e-09 8.85e-09 3.29455e-14 0.000200015 1000 10000 
8.925e-09 8.925e-09 4.90728e-14 0.000228044 1000 10000 
9e-09 9e-09 6.67427e-14 0.000240592 1000 10000 
9.075e-09 9.075e-09 8.46699e-14 0.000234546 1000 10000 
9.15e-09 9.15e-09 1.01389e-13 0.000208258 1000 10000 
9.225e-09 9.225e-09 1.15372e-13 0.000161695 1000 10000 
9.3e-09 9.3e-09 1.2515e-13 9.64715e-05 1000 10000 
9.375e-09 9.375e-09 1.29433e-13 1.57604e-05 1000 10000 
9.45e-09 9.45e-09 1.27611e-13 -5.89879e-05 1000 10000 
9.525e-09 9.525e-09 1.21372e-13 -0.000104152 1000 10000 
9.6e-09 9.6e-09 1.12426e-13 -0.000132544 1000 10000 
9.675e-09 9.675e-09 1.01754e-13 -0.000150819 1000 10000 
9.75e-09 9.75e-09 8.9989e-14 -0.000162001 1000 10000 
9.825e-09 9.825e-09 7.76073e-14 -0.000167364 1000 10000 
9.9e-09 9.9e-09 6.50245e-14 -0.000167412 1000 10000 
9.975e-09 9.975e-09 5.26296e-14 -0.000162382 1000 10000 
1.005e-08 1.005e-08 4.07951e-14 -0.000152509 1000 10000 
1.0125e-08 1.0125e-08 2.98718e-14 -0.000138149 1000 10000 
1.02e-08 1.02e-08 2.01773e-14 -0.000119834 1000 10000 
1.0275e-08 1.0275e-08 1.19824e-14 -9.82769e-05 1000 10000 
1.035e-08 1.035e-08 5.49824e-15 -7.43549e-05 1000 10000 
1.0425e-08 1.0425e-08 8.65089e-16 -4.90732e-05 1000 10000 
1.05e-08 1.05e-08 -1.85549e-15 -2.35173e-05 1000 10000 
1.0575e-08 1.0575e-08 -2.68438e-15 1.22107e-06 1000 10000 
1.065e-08 1.065e-08 -1.49271e-15 3.23579e-05 1000 10000 
1.0725e-08 1.0725e-08 2.43016e-15 7.3354e-05 1000 10000 
1.08e-08 1.08e-08 9.63626e-15 0.000119107 1000 10000 
1.0875e-08 1.0875e-08 2.02745e-14 0.000164038 1000 10000 
1.095e-08 1.095e-08 3.40727e-14 0.000202567 1000 10000 
1.1025e-08 1.1025e-08 5.03549e-14 0.000229575 1000 10000 
1.11e-08 1.11e-08 6.80921e-14 0.000240822 1000 10000 
1.1175e-08 1.1175e-08 8.59819e-14 0.0002333 1000 10000 
1.125e-08 1.125e-08 1.0255e-13 0.000205475 1000 10000 
1.1325e-08 1.1325e-08 1.16269e-13 0.000157439 1000 10000 
1.14e-08 1.14e-08 1.25677e-13 9.09277e-05 1000 10000 
1.1475e-08 1.1475e-08 1.29506e-13 9.22389e-06 1000 10000 
1.155e-08 1.155e-08 1.27273e-13 -6.32108e-05 1000 10000 
1.1625e-08 1.1625e-08 1.20783e-13 -0.000106751 1000 10000 
1.17e-08 1.17e-08 1.11679e-13 -0.000134212 1000 10000 
1.1775e-08 1.1775e-08 1.00907e-13 -0.00015188 1000 10000 
1.185e-08 1.185e-08 8.90798e-14 -0.000162595 1000 10000 
1.1925e-08 1.1925e-08 7.66692e-14 -0.000167549 1000 10000 
1.2e-08 1.2e-08 6.40871e-14 -0.000167209 1000 10000 
1.2075e-08 1.2075e-08 5.17214e-14 -0.000161808 1000 10000 
1.215e-08 1.215e-08 3.99432e-14 -0.000151585 1000 10000 
1.2225e-08 1.2225e-08 2.91012e-14 -0.00013691 1000 10000 
